Order_ID,Order_Date,Region,City,Category,Product,Sales_Channel,Units,Unit_Price,Discount_Pct,Unit_Cost,Customer_Rating
ORD-0233,2025-12-01,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,658.00,0.05,364.00,5.0
ORD-0234,2025-12-18,North,Chandigarh,Electronics,Keyboard,Online,7,1455.00,0.00,816.00,3.5
ORD-0235,2025-01-04,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1800.00,0.05,1067.00,4.0
ORD-0236,2025-01-21,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3296.00,0.00,1862.00,4.0
ORD-0237,2025-02-07,South,Bengaluru,Accessories,Webcam,Online,10,2968.00,0.05,1683.00,4.5
ORD-0238,2025-02-24,North,Chandigarh,Accessories,USB Hub,Corporate,3,1104.00,0.00,600.00,4.5
ORD-0239,2025-03-13,West,Ahmedabad,Furniture,Study Desk,Retail,8,8075.00,0.05,5959.00,5.0
ORD-0240,2025-03-30,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,539.00,0.00,306.00,3.5
ORD-0241,2025-04-16,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,454.50,0.05,226.60,4.0
ORD-0242,2025-05-03,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,936.00,0.00,499.20,4.0
ORD-0243,2025-05-20,West,Ahmedabad,Home Office,Foot Rest,Online,4,1498.00,0.05,672.00,4.5
ORD-0244,2025-06-06,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1488.00,0.00,873.00,4.5
ORD-0245,2025-06-23,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,960.00,0.05,509.60,5.0
ORD-0246,2025-07-10,North,Chandigarh,Furniture,Storage Cabinet,Online,7,10890.00,0.00,7524.00,3.5
ORD-0247,2025-07-27,West,Ahmedabad,Furniture,Office Chair,Corporate,12,6630.00,0.05,4300.00,4.0
ORD-0248,2025-08-13,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,735.00,0.00,353.50,4.0
ORD-0249,2025-08-30,South,Bengaluru,Electronics,Keyboard,Online,10,1620.00,0.05,867.00,4.5
ORD-0250,2025-09-16,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1692.00,0.00,1133.00,4.5
ORD-0251,2025-10-03,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,3104.00,0.05,1976.00,5.0
ORD-0252,2025-10-20,East,Bhubaneswar,Accessories,Webcam,Online,1,2800.00,0.00,1632.00,3.5
ORD-0253,2025-11-06,South,Bengaluru,Accessories,USB Hub,Corporate,6,1236.00,0.05,582.00,4.0
ORD-0254,2025-11-23,North,Chandigarh,Furniture,Study Desk,Retail,11,9010.00,0.00,5782.00,4.0
ORD-0255,2025-12-10,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,506.00,0.05,297.00,4.5
ORD-0256,2025-12-27,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,427.50,0.00,220.00,4.5
ORD-0257,2025-01-13,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,882.00,0.05,484.80,5.0
ORD-0258,2025-01-30,North,Chandigarh,Home Office,Foot Rest,Online,7,1414.00,0.00,714.00,3.5
ORD-0259,2025-02-16,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1664.00,0.05,927.00,4.0
ORD-0260,2025-03-05,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,1070.00,0.00,540.80,4.0
ORD-0261,2025-03-22,South,Bengaluru,Furniture,Storage Cabinet,Online,10,10230.00,0.05,7296.00,4.5
ORD-0262,2025-04-08,North,Chandigarh,Furniture,Office Chair,Corporate,3,6240.00,0.00,4171.00,4.5
ORD-0263,2025-04-25,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,693.00,0.05,343.00,5.0
ORD-0264,2025-05-12,East,Bhubaneswar,Electronics,Keyboard,Online,1,1530.00,0.00,841.50,3.5
ORD-0265,2025-05-29,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1890.00,0.05,1100.00,4.0
ORD-0266,2025-06-15,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3456.00,0.00,1919.00,4.0
ORD-0267,2025-07-02,West,Ahmedabad,Accessories,Webcam,Online,4,2632.00,0.05,1734.00,4.5
ORD-0268,2025-07-19,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1164.00,0.00,618.00,4.5
ORD-0269,2025-08-05,South,Bengaluru,Furniture,Study Desk,Retail,2,8500.00,0.05,6136.00,5.0
ORD-0270,2025-08-22,North,Chandigarh,Office Supplies,Printer Paper,Online,7,566.50,0.00,288.00,3.5
ORD-0271,2025-09-08,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,477.00,0.05,213.40,4.0
ORD-0272,2025-09-25,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,828.00,0.00,470.40,4.0
ORD-0273,2025-10-12,South,Bengaluru,Home Office,Foot Rest,Online,10,1330.00,0.05,693.00,4.5
ORD-0274,2025-10-29,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1568.00,0.00,900.00,4.5
ORD-0275,2025-11-15,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,1010.00,0.05,525.20,5.0
ORD-0276,2025-12-02,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,11440.00,0.00,7752.00,3.5
ORD-0277,2025-12-19,South,Bengaluru,Furniture,Office Chair,Corporate,6,6955.00,0.05,4429.00,4.0
ORD-0278,2025-01-05,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,651.00,0.00,364.00,4.0
ORD-0279,2025-01-22,West,Ahmedabad,Electronics,Keyboard,Online,4,1440.00,0.05,816.00,4.5
ORD-0280,2025-02-08,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1782.00,0.00,1067.00,4.5
ORD-0281,2025-02-25,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3264.00,0.05,1862.00,5.0
ORD-0282,2025-03-14,North,Chandigarh,Accessories,Webcam,Online,7,2940.00,0.00,1683.00,3.5
ORD-0283,2025-03-31,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1296.00,0.05,600.00,4.0
ORD-0284,2025-04-17,East,Bhubaneswar,Furniture,Study Desk,Retail,5,7990.00,0.00,5959.00,4.0
ORD-0285,2025-05-04,South,Bengaluru,Office Supplies,Printer Paper,Online,10,533.50,0.05,306.00,4.5
ORD-0286,2025-05-21,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,450.00,0.00,226.60,4.5
ORD-0287,2025-06-07,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,927.00,0.05,499.20,5.0
ORD-0288,2025-06-24,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1484.00,0.00,672.00,3.5
ORD-0289,2025-07-11,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1472.00,0.05,873.00,4.0
ORD-0290,2025-07-28,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,950.00,0.00,509.60,4.0
ORD-0291,2025-08-14,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,10780.00,0.05,7524.00,4.5
ORD-0292,2025-08-31,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6565.00,0.00,4300.00,4.5
ORD-0293,2025-09-17,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,728.00,0.05,353.50,5.0
ORD-0294,2025-10-04,North,Chandigarh,Electronics,Keyboard,Online,7,1605.00,0.00,867.00,3.5
ORD-0295,2025-10-21,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1674.00,0.05,1133.00,4.0
ORD-0296,2025-11-07,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3072.00,0.00,1976.00,4.0
ORD-0297,2025-11-24,South,Bengaluru,Accessories,Webcam,Online,10,2772.00,0.05,1632.00,4.5
ORD-0298,2025-12-11,North,Chandigarh,Accessories,USB Hub,Corporate,3,1224.00,0.00,582.00,4.5
ORD-0299,2025-12-28,West,Ahmedabad,Furniture,Study Desk,Retail,8,8925.00,0.05,5782.00,5.0
ORD-0300,2025-01-14,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,594.00,0.00,297.00,3.5
ORD-0301,2025-01-31,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,423.00,0.05,220.00,4.0
ORD-0302,2025-02-17,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,873.00,0.00,484.80,4.0
ORD-0303,2025-03-06,West,Ahmedabad,Home Office,Foot Rest,Online,4,1400.00,0.05,714.00,4.5
ORD-0304,2025-03-23,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1648.00,0.00,927.00,4.5
ORD-0305,2025-04-09,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,1060.00,0.05,540.80,5.0
ORD-0306,2025-04-26,North,Chandigarh,Furniture,Storage Cabinet,Online,7,10120.00,0.00,7296.00,3.5
ORD-0307,2025-05-13,West,Ahmedabad,Furniture,Office Chair,Corporate,12,6175.00,0.05,4171.00,4.0
ORD-0308,2025-05-30,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,686.00,0.00,343.00,4.0
ORD-0309,2025-06-16,South,Bengaluru,Electronics,Keyboard,Online,10,1515.00,0.05,841.50,4.5
ORD-0310,2025-07-03,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1872.00,0.00,1100.00,4.5
ORD-0311,2025-07-20,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,3424.00,0.05,1919.00,5.0
ORD-0312,2025-08-06,East,Bhubaneswar,Accessories,Webcam,Online,1,2604.00,0.00,1734.00,3.5
ORD-0313,2025-08-23,South,Bengaluru,Accessories,USB Hub,Corporate,6,1152.00,0.05,618.00,4.0
ORD-0314,2025-09-09,North,Chandigarh,Furniture,Study Desk,Retail,11,8415.00,0.00,6136.00,4.0
ORD-0315,2025-09-26,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,561.00,0.05,288.00,4.5
ORD-0316,2025-10-13,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,472.50,0.00,213.40,4.5
ORD-0317,2025-10-30,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,972.00,0.05,470.40,5.0
ORD-0318,2025-11-16,North,Chandigarh,Home Office,Foot Rest,Online,7,1316.00,0.00,693.00,3.5
ORD-0319,2025-12-03,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1552.00,0.05,900.00,4.0
ORD-0320,2025-12-20,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,1000.00,0.00,525.20,4.0
ORD-0321,2025-01-06,South,Bengaluru,Furniture,Storage Cabinet,Online,10,11330.00,0.05,7752.00,4.5
ORD-0322,2025-01-23,North,Chandigarh,Furniture,Office Chair,Corporate,3,6890.00,0.00,4429.00,4.5
ORD-0323,2025-02-09,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,644.00,0.05,364.00,5.0
ORD-0324,2025-02-26,East,Bhubaneswar,Electronics,Keyboard,Online,1,1425.00,0.00,816.00,3.5
ORD-0325,2025-03-15,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1764.00,0.05,1067.00,4.0
ORD-0326,2025-04-01,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3232.00,0.00,1862.00,4.0
ORD-0327,2025-04-18,West,Ahmedabad,Accessories,Webcam,Online,4,2912.00,0.05,1683.00,4.5
ORD-0328,2025-05-05,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1284.00,0.00,600.00,4.5
ORD-0329,2025-05-22,South,Bengaluru,Furniture,Study Desk,Retail,2,7905.00,0.05,5959.00,5.0
ORD-0330,2025-06-08,North,Chandigarh,Office Supplies,Printer Paper,Online,7,528.00,0.00,306.00,3.5
ORD-0331,2025-06-25,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,445.50,0.05,226.60,4.0
ORD-0332,2025-07-12,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,918.00,0.00,499.20,4.0
ORD-0333,2025-07-29,South,Bengaluru,Home Office,Foot Rest,Online,10,1470.00,0.05,672.00,4.5
ORD-0334,2025-08-15,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1728.00,0.00,873.00,4.5
ORD-0335,2025-09-01,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,940.00,0.05,509.60,5.0
ORD-0336,2025-09-18,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,10670.00,0.00,7524.00,3.5
ORD-0337,2025-10-05,South,Bengaluru,Furniture,Office Chair,Corporate,6,6500.00,0.05,4300.00,4.0
ORD-0338,2025-10-22,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,721.00,0.00,353.50,4.0
ORD-0339,2025-11-08,West,Ahmedabad,Electronics,Keyboard,Online,4,1590.00,0.05,867.00,4.5
ORD-0340,2025-11-25,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1656.00,0.00,1133.00,4.5
ORD-0341,2025-12-12,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3040.00,0.05,1976.00,5.0
ORD-0342,2025-12-29,North,Chandigarh,Accessories,Webcam,Online,7,2744.00,0.00,1632.00,3.5
ORD-0343,2025-01-15,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1212.00,0.05,582.00,4.0
ORD-0344,2025-02-01,East,Bhubaneswar,Furniture,Study Desk,Retail,5,8840.00,0.00,5782.00,4.0
ORD-0345,2025-02-18,South,Bengaluru,Office Supplies,Printer Paper,Online,10,588.50,0.05,297.00,4.5
ORD-0346,2025-03-07,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,418.50,0.00,220.00,4.5
ORD-0347,2025-03-24,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,864.00,0.05,484.80,5.0
ORD-0348,2025-04-10,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1386.00,0.00,714.00,3.5
ORD-0349,2025-04-27,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1632.00,0.05,927.00,4.0
ORD-0350,2025-05-14,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,1050.00,0.00,540.80,4.0
ORD-0351,2025-05-31,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,11880.00,0.05,7296.00,4.5
ORD-0352,2025-06-17,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6110.00,0.00,4171.00,4.5
ORD-0353,2025-07-04,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,679.00,0.05,343.00,5.0
ORD-0354,2025-07-21,North,Chandigarh,Electronics,Keyboard,Online,7,1500.00,0.00,841.50,3.5
ORD-0355,2025-08-07,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1854.00,0.05,1100.00,4.0
ORD-0356,2025-08-24,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3392.00,0.00,1919.00,4.0
ORD-0357,2025-09-10,South,Bengaluru,Accessories,Webcam,Online,10,2576.00,0.05,1734.00,4.5
ORD-0358,2025-09-27,North,Chandigarh,Accessories,USB Hub,Corporate,3,1140.00,0.00,618.00,4.5
ORD-0359,2025-10-14,West,Ahmedabad,Furniture,Study Desk,Retail,8,8330.00,0.05,6136.00,5.0
ORD-0360,2025-10-31,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,555.50,0.00,288.00,3.5
ORD-0361,2025-11-17,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,468.00,0.05,213.40,4.0
ORD-0362,2025-12-04,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,963.00,0.00,470.40,4.0
ORD-0363,2025-12-21,West,Ahmedabad,Home Office,Foot Rest,Online,4,1302.00,0.05,693.00,4.5
ORD-0364,2025-01-07,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1536.00,0.00,900.00,4.5
ORD-0365,2025-01-24,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,990.00,0.05,525.20,5.0
ORD-0366,2025-02-10,North,Chandigarh,Furniture,Storage Cabinet,Online,7,11220.00,0.00,7752.00,3.5
ORD-0367,2025-02-27,West,Ahmedabad,Furniture,Office Chair,Corporate,12,6825.00,0.05,4429.00,4.0
ORD-0368,2025-03-16,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,756.00,0.00,364.00,4.0
ORD-0369,2025-04-02,South,Bengaluru,Electronics,Keyboard,Online,10,1410.00,0.05,816.00,4.5
ORD-0370,2025-04-19,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1746.00,0.00,1067.00,4.5
ORD-0371,2025-05-06,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,3200.00,0.05,1862.00,5.0
ORD-0372,2025-05-23,East,Bhubaneswar,Accessories,Webcam,Online,1,2884.00,0.00,1683.00,3.5
ORD-0373,2025-06-09,South,Bengaluru,Accessories,USB Hub,Corporate,6,1272.00,0.05,600.00,4.0
ORD-0374,2025-06-26,North,Chandigarh,Furniture,Study Desk,Retail,11,7820.00,0.00,5959.00,4.0
ORD-0375,2025-07-13,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,522.50,0.05,306.00,4.5
ORD-0376,2025-07-30,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,441.00,0.00,226.60,4.5
ORD-0377,2025-08-16,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,909.00,0.05,499.20,5.0
ORD-0378,2025-09-02,North,Chandigarh,Home Office,Foot Rest,Online,7,1456.00,0.00,672.00,3.5
ORD-0379,2025-09-19,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1712.00,0.05,873.00,4.0
ORD-0380,2025-10-06,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,930.00,0.00,509.60,4.0
ORD-0381,2025-10-23,South,Bengaluru,Furniture,Storage Cabinet,Online,10,10560.00,0.05,7524.00,4.5
ORD-0382,2025-11-09,North,Chandigarh,Furniture,Office Chair,Corporate,3,6435.00,0.00,4300.00,4.5
ORD-0383,2025-11-26,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,714.00,0.05,353.50,5.0
ORD-0384,2025-12-13,East,Bhubaneswar,Electronics,Keyboard,Online,1,1575.00,0.00,867.00,3.5
ORD-0385,2025-12-30,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1944.00,0.05,1133.00,4.0
ORD-0386,2025-01-16,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3008.00,0.00,1976.00,4.0
ORD-0387,2025-02-02,West,Ahmedabad,Accessories,Webcam,Online,4,2716.00,0.05,1632.00,4.5
ORD-0388,2025-02-19,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1200.00,0.00,582.00,4.5
ORD-0389,2025-03-08,South,Bengaluru,Furniture,Study Desk,Retail,2,8755.00,0.05,5782.00,5.0
ORD-0390,2025-03-25,North,Chandigarh,Office Supplies,Printer Paper,Online,7,583.00,0.00,297.00,3.5
ORD-0391,2025-04-11,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,414.00,0.05,220.00,4.0
ORD-0392,2025-04-28,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,855.00,0.00,484.80,4.0
ORD-0393,2025-05-15,South,Bengaluru,Home Office,Foot Rest,Online,10,1372.00,0.05,714.00,4.5
ORD-0394,2025-06-01,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1616.00,0.00,927.00,4.5
ORD-0395,2025-06-18,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,1040.00,0.05,540.80,5.0
ORD-0396,2025-07-05,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,11770.00,0.00,7296.00,3.5
ORD-0397,2025-07-22,South,Bengaluru,Furniture,Office Chair,Corporate,6,6045.00,0.05,4171.00,4.0
ORD-0398,2025-08-08,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,672.00,0.00,343.00,4.0
ORD-0399,2025-08-25,West,Ahmedabad,Electronics,Keyboard,Online,4,1485.00,0.05,841.50,4.5
ORD-0400,2025-09-11,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1836.00,0.00,1100.00,4.5
ORD-0401,2025-09-28,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3360.00,0.05,1919.00,5.0
ORD-0402,2025-10-15,North,Chandigarh,Accessories,Webcam,Online,7,3024.00,0.00,1734.00,3.5
ORD-0403,2025-11-01,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1128.00,0.05,618.00,4.0
ORD-0404,2025-11-18,East,Bhubaneswar,Furniture,Study Desk,Retail,5,8245.00,0.00,6136.00,4.0
ORD-0405,2025-12-05,South,Bengaluru,Office Supplies,Printer Paper,Online,10,550.00,0.05,288.00,4.5
ORD-0406,2025-12-22,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,463.50,0.00,213.40,4.5
ORD-0407,2025-01-08,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,954.00,0.05,470.40,5.0
ORD-0408,2025-01-25,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1288.00,0.00,693.00,3.5
ORD-0409,2025-02-11,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1520.00,0.05,900.00,4.0
ORD-0410,2025-02-28,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,980.00,0.00,525.20,4.0
ORD-0411,2025-03-17,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,11110.00,0.05,7752.00,4.5
ORD-0412,2025-04-03,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6760.00,0.00,4429.00,4.5
ORD-0413,2025-04-20,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,749.00,0.05,364.00,5.0
ORD-0414,2025-05-07,North,Chandigarh,Electronics,Keyboard,Online,7,1395.00,0.00,816.00,3.5
ORD-0415,2025-05-24,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1728.00,0.05,1067.00,4.0
ORD-0416,2025-06-10,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3168.00,0.00,1862.00,4.0
ORD-0417,2025-06-27,South,Bengaluru,Accessories,Webcam,Online,10,2856.00,0.05,1683.00,4.5
ORD-0418,2025-07-14,North,Chandigarh,Accessories,USB Hub,Corporate,3,1260.00,0.00,600.00,4.5
ORD-0419,2025-07-31,West,Ahmedabad,Furniture,Study Desk,Retail,8,9180.00,0.05,5959.00,5.0
ORD-0420,2025-08-17,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,517.00,0.00,306.00,3.5
ORD-0421,2025-09-03,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,436.50,0.05,226.60,4.0
ORD-0422,2025-09-20,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,900.00,0.00,499.20,4.0
ORD-0423,2025-10-07,West,Ahmedabad,Home Office,Foot Rest,Online,4,1442.00,0.05,672.00,4.5
ORD-0424,2025-10-24,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1696.00,0.00,873.00,4.5
ORD-0425,2025-11-10,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,920.00,0.05,509.60,5.0
ORD-0426,2025-11-27,North,Chandigarh,Furniture,Storage Cabinet,Online,7,10450.00,0.00,7524.00,3.5
ORD-0427,2025-12-14,West,Ahmedabad,Furniture,Office Chair,Corporate,12,6370.00,0.05,4300.00,4.0
ORD-0428,2025-12-31,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,707.00,0.00,353.50,4.0
ORD-0429,2025-01-17,South,Bengaluru,Electronics,Keyboard,Online,10,1560.00,0.05,867.00,4.5
ORD-0430,2025-02-03,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1926.00,0.00,1133.00,4.5
ORD-0431,2025-02-20,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,2976.00,0.05,1976.00,5.0
ORD-0432,2025-03-09,East,Bhubaneswar,Accessories,Webcam,Online,1,2688.00,0.00,1632.00,3.5
ORD-0433,2025-03-26,South,Bengaluru,Accessories,USB Hub,Corporate,6,1188.00,0.05,582.00,4.0
ORD-0434,2025-04-12,North,Chandigarh,Furniture,Study Desk,Retail,11,8670.00,0.00,5782.00,4.0
ORD-0435,2025-04-29,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,577.50,0.05,297.00,4.5
ORD-0436,2025-05-16,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,486.00,0.00,220.00,4.5
ORD-0437,2025-06-02,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,846.00,0.05,484.80,5.0
ORD-0438,2025-06-19,North,Chandigarh,Home Office,Foot Rest,Online,7,1358.00,0.00,714.00,3.5
ORD-0439,2025-07-06,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1600.00,0.05,927.00,4.0
ORD-0440,2025-07-23,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,1030.00,0.00,540.80,4.0
ORD-0441,2025-08-09,South,Bengaluru,Furniture,Storage Cabinet,Online,10,11660.00,0.05,7296.00,4.5
ORD-0442,2025-08-26,North,Chandigarh,Furniture,Office Chair,Corporate,3,5980.00,0.00,4171.00,4.5
ORD-0443,2025-09-12,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,665.00,0.05,343.00,5.0
ORD-0444,2025-09-29,East,Bhubaneswar,Electronics,Keyboard,Online,1,1470.00,0.00,841.50,3.5
ORD-0445,2025-10-16,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1818.00,0.05,1100.00,4.0
ORD-0446,2025-11-02,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3328.00,0.00,1919.00,4.0
ORD-0447,2025-11-19,West,Ahmedabad,Accessories,Webcam,Online,4,2996.00,0.05,1734.00,4.5
ORD-0448,2025-12-06,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1116.00,0.00,618.00,4.5
ORD-0449,2025-12-23,South,Bengaluru,Furniture,Study Desk,Retail,2,8160.00,0.05,6136.00,5.0
ORD-0450,2025-01-09,North,Chandigarh,Office Supplies,Printer Paper,Online,7,544.50,0.00,288.00,3.5
ORD-0451,2025-01-26,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,459.00,0.05,213.40,4.0
ORD-0452,2025-02-12,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,945.00,0.00,470.40,4.0
ORD-0453,2025-03-01,South,Bengaluru,Home Office,Foot Rest,Online,10,1512.00,0.05,693.00,4.5
ORD-0454,2025-03-18,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1504.00,0.00,900.00,4.5
ORD-0455,2025-04-04,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,970.00,0.05,525.20,5.0
ORD-0456,2025-04-21,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,11000.00,0.00,7752.00,3.5
ORD-0457,2025-05-08,South,Bengaluru,Furniture,Office Chair,Corporate,6,6695.00,0.05,4429.00,4.0
ORD-0458,2025-05-25,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,742.00,0.00,364.00,4.0
ORD-0459,2025-06-11,West,Ahmedabad,Electronics,Keyboard,Online,4,1380.00,0.05,816.00,4.5
ORD-0460,2025-06-28,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1710.00,0.00,1067.00,4.5
ORD-0461,2025-07-15,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3136.00,0.05,1862.00,5.0
ORD-0462,2025-08-01,North,Chandigarh,Accessories,Webcam,Online,7,2828.00,0.00,1683.00,3.5
ORD-0463,2025-08-18,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1248.00,0.05,600.00,4.0
ORD-0464,2025-09-04,East,Bhubaneswar,Furniture,Study Desk,Retail,5,9095.00,0.00,5959.00,4.0
ORD-0465,2025-09-21,South,Bengaluru,Office Supplies,Printer Paper,Online,10,511.50,0.05,306.00,4.5
